25	28.0308	0.3	0.072
25	27.7714	0.42	0.072
25	27.2512	0.54	0.072
25	26.7098	0.66	0.072
25	26.7294	0.78	0.072
25	25.2064	0.9	0.072
25	25.2848	1.02	0.072
25	24.3099	1.14	0.072
25	26.1745	1.26	0.072
25	24.9704	1.38	0.072
25	27.0989	1.5	0.072
25	25.3285	1.62	0.072
25	26.3079	1.74	0.072
25	24.6665	1.86	0.072
25	27.025	1.98	0.072
25	24.1787	2.1	0.072
25	27.8167	2.22	0.072
25	25.5231	2.34	0.072
25	28.9386	2.46	0.072
25	26.0501	2.58	0.072
25	27.9464	2.7	0.072
25	24.1953	2.82	0.072
25	25.4522	2.94	0.072
25	24.3061	3.06	0.072
25	27.1486	3.18	0.072
25	25.6037	3.3	0.072
25	26.9594	3.42	0.072
25	27.1833	3.54	0.072
25	28.3218	3.66	0.072
25	33.4441	0.6	0.144
25	31.9198	0.84	0.144
25	31.2571	1.08	0.144
25	31.3539	1.32	0.144
25	31.3625	1.56	0.144
25	31.0279	1.8	0.144
25	31.1048	2.04	0.144
25	31.3361	2.28	0.144
25	31.2826	2.52	0.144
25	31.3945	2.76	0.144
25	32.3336	3	0.144
25	32.6183	3.24	0.144
25	35.8086	3.48	0.144
25	35.0241	0.48	0.144
25	32.5456	0.72	0.144
25	32.4561	0.96	0.144
25	32.023	1.2	0.144
25	31.3777	1.44	0.144
25	31.8497	1.68	0.144
25	31.4215	1.92	0.144
25	31.3536	2.16	0.144
25	31.6175	2.4	0.144
25	31.4863	2.64	0.144
25	31.2229	2.88	0.144
25	31.8627	3.12	0.144
25	33.5748	3.36	0.144
25	39.2068	0.9	0.216
25	37.9828	1.26	0.216
25	37.8435	1.62	0.216
25	37.6985	1.98	0.216
25	37.8354	2.34	0.216
25	38.1281	2.7	0.216
25	39.5644	3.06	0.216
25	40.8768	0.78	0.216
25	38.4004	1.14	0.216
25	38.2129	1.5	0.216
25	37.8347	1.86	0.216
25	37.9503	2.22	0.216
25	38.1448	2.58	0.216
25	38.8182	2.94	0.216
25	44.3446	3.3	0.216
25	42.9926	0.66	0.216
25	38.808	1.02	0.216
25	38.2212	1.38	0.216
25	37.9754	1.74	0.216
25	37.8946	2.1	0.216
25	38.2158	2.46	0.216
25	38.4293	2.82	0.216
25	41.5461	3.18	0.216
25	44.8487	1.2	0.288
25	43.8664	1.68	0.288
25	43.7635	2.16	0.288
25	44.5362	2.64	0.288
25	51.2078	3.12	0.288
25	45.5589	1.08	0.288
25	44.025	1.56	0.288
25	43.7099	2.04	0.288
25	44.18	2.52	0.288
25	47.7741	3	0.288
25	47.1088	0.96	0.288
25	44.0715	1.44	0.288
25	43.7231	1.92	0.288
25	44.079	2.4	0.288
25	45.9561	2.88	0.288
25	49.7719	0.84	0.288
25	44.4611	1.32	0.288
25	43.7219	1.8	0.288
25	43.9282	2.28	0.288
25	45.0236	2.76	0.288
25	50.254	1.5	0.36
25	49.6765	2.1	0.36
25	52.0779	2.7	0.36
25	50.783	1.38	0.36
25	49.6396	1.98	0.36
25	51.0197	2.58	0.36
25	51.6052	1.26	0.36
25	49.6927	1.86	0.36
25	50.3381	2.46	0.36
25	53.2078	1.14	0.36
25	49.6467	1.74	0.36
25	50.1036	2.34	0.36
25	57.1417	2.94	0.36
25	55.8331	1.02	0.36
25	49.9574	1.62	0.36
25	49.7692	2.22	0.36
25	53.9248	2.82	0.36
25	56.3094	1.8	0.432
25	58.3944	2.52	0.432
25	56.5975	1.68	0.432
25	57.3661	2.4	0.432
25	57.1047	1.56	0.432
25	56.7654	2.28	0.432
25	57.9927	1.44	0.432
25	56.3817	2.16	0.432
25	59.5304	1.32	0.432
25	56.2569	2.04	0.432
25	63.4716	2.76	0.432
25	62.1497	1.2	0.432
25	56.2198	1.92	0.432
25	60.2646	2.64	0.432
25	64.1943	2.1	0.504
25	64.0312	1.98	0.504
25	64.1082	1.86	0.504
25	64.5294	1.74	0.504
25	70.3045	2.58	0.504
25	65.2578	1.62	0.504
25	67.389	2.46	0.504
25	66.7071	1.5	0.504
25	65.6594	2.34	0.504
25	69.1011	1.38	0.504
25	64.7347	2.22	0.504
25	78.3671	2.4	0.576
25	75.7764	2.28	0.576
25	74.3897	2.16	0.576
25	73.7093	2.04	0.576
25	73.6194	1.92	0.576
25	74.0905	1.8	0.576
25	75.2197	1.68	0.576
25	77.3085	1.56	0.576
25	88.1759	2.22	0.648
25	86.2521	2.1	0.648
25	85.5219	1.98	0.648
25	85.8897	1.86	0.648
25	87.3494	1.74	0.648
25	101.074	2.04	0.72
25	100.734	1.92	0.72
50	55.9892	0.3	0.072
50	55.4908	0.42	0.072
50	54.4601	0.54	0.072
50	53.3804	0.66	0.072
50	53.4234	0.78	0.072
50	50.3773	0.9	0.072
50	50.5342	1.02	0.072
50	48.5874	1.14	0.072
50	52.3128	1.26	0.072
50	49.9091	1.38	0.072
50	54.1623	1.5	0.072
50	50.6254	1.62	0.072
50	52.579	1.74	0.072
50	49.3014	1.86	0.072
50	54.0145	1.98	0.072
50	48.325	2.1	0.072
50	55.5979	2.22	0.072
50	51.0137	2.34	0.072
50	57.8417	2.46	0.072
50	52.0685	2.58	0.072
50	55.8573	2.7	0.072
50	48.3589	2.82	0.072
50	50.8674	2.94	0.072
50	48.5783	3.06	0.072
50	54.2588	3.18	0.072
50	51.1698	3.3	0.072
50	53.8728	3.42	0.072
50	54.3108	3.54	0.072
50	56.557	3.66	0.072
50	66.6626	0.6	0.144
50	63.6512	0.84	0.144
50	62.3377	1.08	0.144
50	62.5338	1.32	0.144
50	62.5519	1.56	0.144
50	61.8854	1.8	0.144
50	62.0362	2.04	0.144
50	62.5021	2.28	0.144
50	62.3905	2.52	0.144
50	62.6182	2.76	0.144
50	64.4881	3	0.144
50	65.0325	3.24	0.144
50	71.3041	3.48	0.144
50	69.7675	0.48	0.144
50	64.8953	0.72	0.144
50	64.7384	0.96	0.144
50	63.8759	1.2	0.144
50	62.5835	1.44	0.144
50	63.5321	1.68	0.144
50	62.671	1.92	0.144
50	62.5353	2.16	0.144
50	63.0646	2.4	0.144
50	62.8007	2.64	0.144
50	62.2684	2.88	0.144
50	63.5366	3.12	0.144
50	66.9069	3.36	0.144
50	78.001	0.9	0.216
50	75.5875	1.26	0.216
50	75.3093	1.62	0.216
50	75.0197	1.98	0.216
50	75.2934	2.34	0.216
50	75.877	2.7	0.216
50	78.7022	3.06	0.216
50	81.3012	0.78	0.216
50	76.4176	1.14	0.216
50	76.0512	1.5	0.216
50	75.2934	1.86	0.216
50	75.5241	2.22	0.216
50	75.9132	2.58	0.216
50	77.2342	2.94	0.216
50	88.1085	3.3	0.216
50	85.4475	0.66	0.216
50	77.2229	1.02	0.216
50	76.0647	1.38	0.216
50	75.5762	1.74	0.216
50	75.411	2.1	0.216
50	76.0534	2.46	0.216
50	76.4742	2.82	0.216
50	82.6176	3.18	0.216
50	89.0302	1.2	0.288
50	87.0849	1.68	0.288
50	86.8768	2.16	0.288
50	88.415	2.64	0.288
50	101.544	3.12	0.288
